"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Legal","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Ministry of Justice (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","UK Supreme Court","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Animal and Plant Health Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Centre for Environment, Fisheries and Aquaculture Science","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Crown Office and Procurator Fiscal Service","AA/AO","40","[c]","21510","21490"
"Leaver CS","2021","Declared non-disabled","No function","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Crown Office and Procurator Fiscal Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Defence Science and Technology Laboratory","AA/AO","35","[c]","17310","17180"
"Leaver CS","2021","Declared non-disabled","No function","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Defence Science and Technology Laboratory","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Defence Science and Technology Laboratory","SEO/HEO","30","[c]","30400","28650"
"Leaver CS","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","40","[c]","55890","53600"
"Leaver CS","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","30","[c]","37090","36810"
"Leaver CS","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","AA/AO","125","[c]","20170","21590"
"Leaver CS","2021","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","AA/AO","35","[c]","23360","21590"
"Leaver CS","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","EO","80","[c]","27910","26780"
"Leaver CS","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","ESTYN","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Food Standards Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Health and Safety Executive","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Health and Safety Executive","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Health and Safety Executive","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Health and Safety Executive","SEO/HEO","45","[c]","46980","45240"
"Leaver CS","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","AA/AO","590","[c]","19750","19930"
"Leaver CS","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","EO","85","[c]","24110","23840"
"Leaver CS","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","SEO/HEO","40","[c]","32370","30850"
"Leaver CS","2021","Declared non-disabled","No function","HM Land Registry","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Land Registry","EO","50","[c]","27130","27130"
"Leaver CS","2021","Declared non-disabled","No function","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Land Registry","SEO/HEO","45","[c]","34930","33840"
"Leaver CS","2021","Declared non-disabled","No function","HM Prison and Probation Service","AA/AO","1485","[c]","26250","26080"
"Leaver CS","2021","Declared non-disabled","No function","HM Prison and Probation Service","EO","190","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Prison and Probation Service","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Prison and Probation Service","SEO/HEO","165","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Prison and Probation Service","Unknown","400","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Treasury (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","HM Treasury (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Insolvency Service","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Insolvency Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Legal Aid Agency","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Legal Aid Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","SEO/HEO","30","[c]","43910","42770"
"Leaver CS","2021","Declared non-disabled","No function","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","National Crime Agency","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","National Crime Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","National Crime Agency","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","National Infrastructure Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","G6/G7","35","[c]","77520","75500"
"Leaver CS","2021","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Gas and Electricity Markets","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Gas and Electricity Markets","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Gas and Electricity Markets","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Gas and Electricity Markets","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Rail and Road","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of the Public Guardian","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of the Public Guardian","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning Inspectorate","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning Inspectorate","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Public Health England","AA/AO","110","[c]","20770","20150"
"Leaver CS","2021","Declared non-disabled","No function","Public Health England","EO","70","[c]","25710","25520"
"Leaver CS","2021","Declared non-disabled","No function","Public Health England","G6/G7","85","[c]","54390","52030"
"Leaver CS","2021","Declared non-disabled","No function","Public Health England","SCS level","35","[c]","107880","104930"
"Leaver CS","2021","Declared non-disabled","No function","Public Health England","SEO/HEO","165","[c]","36200","36470"
"Leaver CS","2021","Declared non-disabled","No function","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","The National Archives","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","UK Hydrographic Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","UK Hydrographic Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","UK Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","UK Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","UK Intellectual Property Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","United Kingdom Statistics Authority","AA/AO","35","[c]","19860","19520"
"Leaver CS","2021","Declared non-disabled","No function","United Kingdom Statistics Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","United Kingdom Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","United Kingdom Statistics Authority","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Vehicle Certification Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
