"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Property","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Valuation Office Agency","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Cabinet Office (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Ministry of Defence (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","585","[c]","21400","21010"
"New entrant CS","2021","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","EO","1360","[c]","28420","27570"
"New entrant CS","2021","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","30","[c]","34810","35590"
"New entrant CS","2021","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Education Scotland","EO","[c]","[c]","[c]","[c]"
