"Status","Year","Age","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Cabinet Office","Unknown","445","[c]","31890","32000"
"Leaver Dept.","2021","20-29","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","London","15","[c]","32460","27150"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","London","180","[c]","38080","33640"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","35","[c]","25080","24250"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","15","[c]","43070","38160"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","London","90","[c]","38080","32620"
"Leaver Dept.","2021","20-29","Department for Education","London","70","[c]","36690","33760"
"Leaver Dept.","2021","20-29","Department for Education","Outside London","25","[c]","30460","29730"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","London","155","[c]","35840","33510"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","60","[c]","27280","25100"
"Leaver Dept.","2021","20-29","Department for International Trade","London","110","[c]","35340","32120"
"Leaver Dept.","2021","20-29","Department for International Trade","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","London","85","[c]","37910","34710"
"Leaver Dept.","2021","20-29","Department for Transport","Outside London","45","[c]","23560","21590"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","London","90","[c]","35350","31080"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Outside London","275","[c]","25530","27570"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","London","60","[c]","35660","33020"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","London","110","[c]","41930","38600"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","London","135","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Outside London","445","[c]","24640","23300"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","London","65","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","London","230","[c]","35480","34250"
"Leaver Dept.","2021","20-29","Home Office","Outside London","125","[c]","24170","24110"
"Leaver Dept.","2021","20-29","Ministry of Defence","London","55","[c]","38720","37640"
"Leaver Dept.","2021","20-29","Ministry of Defence","Outside London","225","[c]","27550","26840"
"Leaver Dept.","2021","20-29","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","London","150","[c]","33530","32560"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","10","[c]","29740","29600"
"Leaver Dept.","2021","20-29","Ministry of Justice","London","190","[c]","33370","30850"
"Leaver Dept.","2021","20-29","Ministry of Justice","Outside London","210","[c]","21020","19930"
"Leaver Dept.","2021","20-29","National Crime Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","London","15","[c]","36230","27930"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","Outside London","25","[c]","28120","24130"
"Leaver Dept.","2021","20-29","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Outside London","50","[c]","28160","29540"
"Leaver Dept.","2021","20-29","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government","Outside London","10","[c]","28180","26290"
"Leaver Dept.","2021","30-39","Attorney General's Departments","London","45","[c]","48480","51250"
"Leaver Dept.","2021","30-39","Attorney General's Departments","Outside London","10","[c]","44480","52930"
"Leaver Dept.","2021","30-39","Cabinet Office","London","220","[c]","50490","54470"
"Leaver Dept.","2021","30-39","Cabinet Office","Outside London","35","[c]","35050","33300"
"Leaver Dept.","2021","30-39","Cabinet Office","Unknown","135","[c]","38260","32000"
"Leaver Dept.","2021","30-39","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","London","135","[c]","49030","52300"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","55","[c]","32040","27460"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","15","[c]","54200","54650"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","London","75","[c]","48730","49720"
"Leaver Dept.","2021","30-39","Department for Education","London","60","[c]","48420","53590"
"Leaver Dept.","2021","30-39","Department for Education","Outside London","25","[c]","34270","30200"
"Leaver Dept.","2021","30-39","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs","London","75","[c]","44540","39650"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs","Outside London","70","[c]","34820","35900"
"Leaver Dept.","2021","30-39","Department for International Trade","London","60","[c]","46190","50700"
"Leaver Dept.","2021","30-39","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Transport","London","75","[c]","48220","43550"
"Leaver Dept.","2021","30-39","Department for Transport","Outside London","85","[c]","28770","26780"
"Leaver Dept.","2021","30-39","Department for Work and Pensions","London","65","[c]","43750","36650"
"Leaver Dept.","2021","30-39","Department for Work and Pensions","Outside London","295","[c]","27350","27570"
"Leaver Dept.","2021","30-39","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department of Health and Social Care","London","35","[c]","48640","51800"
"Leaver Dept.","2021","30-39","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","London","10","[c]","42280","36740"
"Leaver Dept.","2021","30-39","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office","London","90","[c]","51170","52550"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs","London","105","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs","Outside London","410","[c]","29400","25750"
"Leaver Dept.","2021","30-39","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury","London","55","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office","London","185","[c]","43330","41960"
"Leaver Dept.","2021","30-39","Home Office","Outside London","160","[c]","26060","24890"
"Leaver Dept.","2021","30-39","Ministry of Defence","London","55","[c]","47780","45200"
"Leaver Dept.","2021","30-39","Ministry of Defence","Outside London","190","[c]","35320","33300"
"Leaver Dept.","2021","30-39","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Ministry of Housing, Communities and Local Government","London","115","[c]","47640","51580"
"Leaver Dept.","2021","30-39","Ministry of Housing, Communities and Local Government","Outside London","20","[c]","34560","31090"
"Leaver Dept.","2021","30-39","Ministry of Justice","London","160","[c]","39950","36800"
"Leaver Dept.","2021","30-39","Ministry of Justice","Outside London","280","[c]","26370","22570"
"Leaver Dept.","2021","30-39","National Crime Agency","London","10","[c]","48330","45320"
"Leaver Dept.","2021","30-39","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Northern Ireland Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Office for Standards in Education","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Office for Standards in Education","Outside London","10","[c]","31750","28940"
"Leaver Dept.","2021","30-39","Office of Gas and Electricity Markets","London","15","[c]","49860","47630"
"Leaver Dept.","2021","30-39","Office of Gas and Electricity Markets","Outside London","10","[c]","35180","35680"
"Leaver Dept.","2021","30-39","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Office of Rail and Road","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other Cabinet Office Agencies","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Scottish Government","Outside London","25","[c]","34100","30160"
"Leaver Dept.","2021","30-39","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","United Kingdom Statistics Authority","Outside London","35","[c]","37850","36030"
"Leaver Dept.","2021","30-39","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Welsh Government","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Attorney General's Departments","London","30","[c]","57490","64110"
"Leaver Dept.","2021","40-49","Attorney General's Departments","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Cabinet Office","London","100","[c]","60040","57840"
"Leaver Dept.","2021","40-49","Cabinet Office","Outside London","25","[c]","32050","32000"
"Leaver Dept.","2021","40-49","Cabinet Office","Unknown","30","[c]","46780","42590"
"Leaver Dept.","2021","40-49","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Department for Business, Energy and Industrial Strategy","London","60","[c]","57010","55030"
"Leaver Dept.","2021","40-49","Department for Business, Energy and Industrial Strategy","Outside London","30","[c]","33980","26000"
"Leaver Dept.","2021","40-49","Department for Business, Energy and Industrial Strategy","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Department for Digital, Culture, Media and Sport","London","20","[c]","59990","57720"
"Leaver Dept.","2021","40-49","Department for Education","London","30","[c]","57350","55820"
"Leaver Dept.","2021","40-49","Department for Education","Outside London","25","[c]","44010","37770"
"Leaver Dept.","2021","40-49","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Department for Environment, Food and Rural Affairs","London","40","[c]","58160","59090"
"Leaver Dept.","2021","40-49","Department for Environment, Food and Rural Affairs","Outside London","65","[c]","36560","36520"
"Leaver Dept.","2021","40-49","Department for International Trade","London","25","[c]","52460","39690"
"Leaver Dept.","2021","40-49","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Department for International Trade","Overseas","10","[c]","63670","63360"
"Leaver Dept.","2021","40-49","Department for Transport","London","25","[c]","56920","44480"
"Leaver Dept.","2021","40-49","Department for Transport","Outside London","45","[c]","31020","26470"
"Leaver Dept.","2021","40-49","Department for Work and Pensions","London","35","[c]","44920","36650"
"Leaver Dept.","2021","40-49","Department for Work and Pensions","Outside London","315","[c]","30050","27570"
"Leaver Dept.","2021","40-49","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Department of Health and Social Care","London","25","[c]","57310","60640"
"Leaver Dept.","2021","40-49","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Food Standards Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Foreign, Commonwealth and Development Office","London","30","[c]","67110","69170"
"Leaver Dept.","2021","40-49","Foreign, Commonwealth and Development Office","Outside London","15","[c]","50790","48360"
"Leaver Dept.","2021","40-49","Foreign, Commonwealth and Development Office","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","HM Revenue and Customs","London","85","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","HM Revenue and Customs","Outside London","255","[c]","33970","25500"
"Leaver Dept.","2021","40-49","HM Treasury","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","HM Treasury","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Home Office","London","120","[c]","54720","57460"
"Leaver Dept.","2021","40-49","Home Office","Outside London","110","[c]","29110","25220"
"Leaver Dept.","2021","40-49","Ministry of Defence","London","20","[c]","54270","56730"
"Leaver Dept.","2021","40-49","Ministry of Defence","Outside London","150","[c]","42130","39770"
"Leaver Dept.","2021","40-49","Ministry of Defence","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Ministry of Housing, Communities and Local Government","London","35","[c]","52570","52300"
"Leaver Dept.","2021","40-49","Ministry of Housing, Communities and Local Government","Outside London","10","[c]","45000","42060"
"Leaver Dept.","2021","40-49","Ministry of Justice","London","95","[c]","53570","52850"
"Leaver Dept.","2021","40-49","Ministry of Justice","Outside London","165","[c]","30560","25340"
"Leaver Dept.","2021","40-49","National Crime Agency","London","10","[c]","48610","48350"
"Leaver Dept.","2021","40-49","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Northern Ireland Office","London","10","[c]","61140","52850"
"Leaver Dept.","2021","40-49","Northern Ireland Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Office for Standards in Education","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Office for Standards in Education","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Scottish Government","Outside London","10","[c]","37270","34830"
"Leaver Dept.","2021","40-49","UK Export Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","United Kingdom Statistics Authority","Outside London","25","[c]","44670","49830"
"Leaver Dept.","2021","40-49","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Welsh Government","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Attorney General's Departments","London","15","[c]","54160","56710"
"Leaver Dept.","2021","50-59","Attorney General's Departments","Outside London","10","[c]","45210","43510"
"Leaver Dept.","2021","50-59","Cabinet Office","London","50","[c]","56990","58570"
"Leaver Dept.","2021","50-59","Cabinet Office","Outside London","15","[c]","33420","34260"
"Leaver Dept.","2021","50-59","Cabinet Office","Unknown","20","[c]","54380","53320"
"Leaver Dept.","2021","50-59","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Department for Business, Energy and Industrial Strategy","London","25","[c]","73870","61850"
"Leaver Dept.","2021","50-59","Department for Business, Energy and Industrial Strategy","Outside London","20","[c]","34880","29820"
"Leaver Dept.","2021","50-59","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Department for Digital, Culture, Media and Sport","London","10","[c]","57530","43110"
"Leaver Dept.","2021","50-59","Department for Education","London","15","[c]","50930","50340"
"Leaver Dept.","2021","50-59","Department for Education","Outside London","10","[c]","44090","44510"
"Leaver Dept.","2021","50-59","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Department for Environment, Food and Rural Affairs","London","25","[c]","44410","39910"
"Leaver Dept.","2021","50-59","Department for Environment, Food and Rural Affairs","Outside London","40","[c]","38670","37240"
"Leaver Dept.","2021","50-59","Department for International Trade","London","15","[c]","48380","50700"
"Leaver Dept.","2021","50-59","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Department for International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Department for Transport","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Department for Transport","Outside London","35","[c]","36120","32020"
"Leaver Dept.","2021","50-59","Department for Work and Pensions","London","25","[c]","40700","31880"
"Leaver Dept.","2021","50-59","Department for Work and Pensions","Outside London","250","[c]","31530","27570"
"Leaver Dept.","2021","50-59","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Foreign, Commonwealth and Development Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Foreign, Commonwealth and Development Office","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","London","60","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","Outside London","175","[c]","32600","26180"
"Leaver Dept.","2021","50-59","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office","London","55","[c]","49630","41190"
"Leaver Dept.","2021","50-59","Home Office","Outside London","75","[c]","31250","25040"
"Leaver Dept.","2021","50-59","Ministry of Defence","London","10","[c]","73250","54320"
"Leaver Dept.","2021","50-59","Ministry of Defence","Outside London","115","[c]","41250","37510"
"Leaver Dept.","2021","50-59","Ministry of Defence","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government","London","15","[c]","46060","39600"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","London","65","[c]","44800","39840"
"Leaver Dept.","2021","50-59","Ministry of Justice","Outside London","140","[c]","31770","23210"
"Leaver Dept.","2021","50-59","National Crime Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","Outside London","15","[c]","42360","35110"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Outside London","25","[c]","37940","33080"
"Leaver Dept.","2021","50-59","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
