"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","AA","[c]","[c]","[c]","[c]"
