"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Asian","Operational Delivery","SEO","50","[c]","39670","38960"
"New entrant CS","2021","Asian","Operational Delivery","Unknown","50","[c]","22400","22920"
"New entrant CS","2021","Asian","Operational Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","EO","35","[c]","27060","27350"
"New entrant CS","2021","Asian","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Policy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Policy","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Policy","EO","50","[c]","27020","27680"
"New entrant CS","2021","Asian","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Policy","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Policy","HEO","100","[c]","32900","32790"
"New entrant CS","2021","Asian","Policy","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Policy","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Psychology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Psychology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Social Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Tax","AO","130","[c]","20260","20140"
"New entrant CS","2021","Asian","Tax","EO","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Tax","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Tax","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","AO","510","[c]","22080","21010"
"New entrant CS","2021","Asian","Unknown","EO","1490","[c]","29260","29290"
"New entrant CS","2021","Asian","Unknown","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","G7","40","[c]","54990","54700"
"New entrant CS","2021","Asian","Unknown","HEO","65","[c]","33040","34290"
"New entrant CS","2021","Asian","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","SEO","35","[c]","39700","39960"
"New entrant CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Veterinarian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Veterinarian","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Economics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Economics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Economics","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","AA","35","[c]","23020","23790"
"New entrant CS","2021","Black","Operational Delivery","AO","195","[c]","23590","22680"
"New entrant CS","2021","Black","Operational Delivery","EO","85","[c]","26370","26410"
"New entrant CS","2021","Black","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","HEO","70","[c]","32330","32330"
"New entrant CS","2021","Black","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","SEO","30","[c]","39260","38960"
"New entrant CS","2021","Black","Operational Delivery","Unknown","100","[c]","24670","24020"
"New entrant CS","2021","Black","Operational Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","AA","5","[c]","[c]","[c]"
