"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Cabinet Office","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Black","Cabinet Office","SEO/HEO","HEO","70","70","34950","34550"
"In post","2021","Black","Cabinet Office","SEO/HEO","SEO","35","35","41180","40600"
"In post","2021","Black","Chancellor's other departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Black","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","EO","EO","5","5","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","AA/AO","AO","40","35","22950","22490"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","EO","EO","70","70","28260","27690"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","G6/G7","G7","75","75","54920","53600"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","125","125","34470","33640"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","65","65","41540","40220"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","EO","EO","20","20","[c]","[c]"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","G6/G7","G7","20","20","[c]","[c]"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","40","40","36440","34020"
"In post","2021","Black","Department for Education","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Black","Department for Education","EO","EO","60","55","28160","28500"
"In post","2021","Black","Department for Education","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Black","Department for Education","G6/G7","G7","55","55","53220","53420"
"In post","2021","Black","Department for Education","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Black","Department for Education","SEO/HEO","HEO","70","70","33280","33300"
"In post","2021","Black","Department for Education","SEO/HEO","SEO","75","75","40400","40230"
"In post","2021","Black","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","AA/AO","AO","35","35","23400","24370"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","EO","EO","45","45","28480","28270"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","G6/G7","G7","30","30","52690","52290"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","50","50","32710","32560"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","40","40","38440","38750"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for International Trade","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Black","Department for International Trade","EO","EO","30","30","27640","27600"
"In post","2021","Black","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for International Trade","G6/G7","G7","25","25","[c]","[c]"
"In post","2021","Black","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for International Trade","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2021","Black","Department for International Trade","SEO/HEO","SEO","30","30","38920","38540"
"In post","2021","Black","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Transport","AA/AO","AO","30","25","[c]","[c]"
"In post","2021","Black","Department for Transport","EO","EO","70","70","29330","30470"
"In post","2021","Black","Department for Transport","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Black","Department for Transport","G6/G7","G7","30","30","[c]","[c]"
"In post","2021","Black","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Transport","SEO/HEO","HEO","55","55","34940","35060"
"In post","2021","Black","Department for Transport","SEO/HEO","SEO","50","50","43060","43270"
"In post","2021","Black","Department for Work and Pensions","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Black","Department for Work and Pensions","AA/AO","AO","850","770","22780","22940"
"In post","2021","Black","Department for Work and Pensions","EO","EO","2700","2570","29890","31060"
"In post","2021","Black","Department for Work and Pensions","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Black","Department for Work and Pensions","G6/G7","G7","30","30","54680","54070"
"In post","2021","Black","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Work and Pensions","SEO/HEO","HEO","210","210","35960","36650"
"In post","2021","Black","Department for Work and Pensions","SEO/HEO","SEO","80","80","43450","39960"
"In post","2021","Black","Department of Health and Social Care","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care","AA/AO","AO","65","60","22210","23530"
"In post","2021","Black","Department of Health and Social Care","EO","EO","145","135","27370","27400"
"In post","2021","Black","Department of Health and Social Care","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care","G6/G7","G7","95","95","53430","53360"
"In post","2021","Black","Department of Health and Social Care","SCS level","SCS level","25","25","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care","SEO/HEO","HEO","185","170","32630","32640"
"In post","2021","Black","Department of Health and Social Care","SEO/HEO","SEO","130","120","41020","40470"
"In post","2021","Black","ESTYN","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","EO","EO","15","15","[c]","[c]"
"In post","2021","Black","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2021","Black","Food Standards Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","AA/AO","AO","45","45","26840","28000"
"In post","2021","Black","Foreign, Commonwealth and Development Office","EO","EO","65","65","30640","30630"
"In post","2021","Black","Foreign, Commonwealth and Development Office","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","G6/G7","G7","40","40","55290","55940"
"In post","2021","Black","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","70","70","36430","36900"
"In post","2021","Black","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","AA/AO","AO","25","20","[c]","[c]"
"In post","2021","Black","HM Land Registry","EO","EO","15","15","[c]","[c]"
"In post","2021","Black","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Black","HM Land Registry","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Black","HM Revenue and Customs","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Black","HM Revenue and Customs","AA/AO","AO","370","340","22040","20140"
"In post","2021","Black","HM Revenue and Customs","EO","EO","435","415","28330","29570"
"In post","2021","Black","HM Revenue and Customs","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Black","HM Revenue and Customs","G6/G7","G7","95","90","55990","59160"
"In post","2021","Black","HM Revenue and Customs","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Black","HM Revenue and Customs","SEO/HEO","HEO","380","375","34470","36160"
"In post","2021","Black","HM Revenue and Customs","SEO/HEO","SEO","155","150","40880","41760"
"In post","2021","Black","HM Treasury","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Black","HM Treasury","EO","EO","25","25","[c]","[c]"
"In post","2021","Black","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury","G6/G7","G7","20","20","[c]","[c]"
"In post","2021","Black","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury","SEO/HEO","HEO","40","40","34150","32960"
"In post","2021","Black","HM Treasury","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Black","Home Office","AA/AO","AA","55","45","21840","22210"
"In post","2021","Black","Home Office","AA/AO","AO","380","335","24450","25630"
"In post","2021","Black","Home Office","EO","EO","775","725","28650","28850"
"In post","2021","Black","Home Office","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Black","Home Office","G6/G7","G7","105","105","59040","57680"
"In post","2021","Black","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Home Office","SEO/HEO","HEO","335","330","35190","35070"
"In post","2021","Black","Home Office","SEO/HEO","SEO","215","215","42810","41970"
"In post","2021","Black","Home Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Ministry of Defence","AA/AO","AA","65","65","20460","19650"
"In post","2021","Black","Ministry of Defence","AA/AO","AO","120","120","23600","22870"
"In post","2021","Black","Ministry of Defence","EO","EO","140","135","26310","26670"
"In post","2021","Black","Ministry of Defence","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Black","Ministry of Defence","G6/G7","G7","35","35","56940","54540"
"In post","2021","Black","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Defence","SEO/HEO","HEO","195","195","32910","33300"
"In post","2021","Black","Ministry of Defence","SEO/HEO","SEO","170","165","41600","40580"
"In post","2021","Black","Ministry of Defence","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","EO","EO","30","30","28790","27850"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","G6/G7","G7","40","40","53570","53130"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","45","45","34210","33210"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","Black","Ministry of Justice","AA/AO","AA","345","330","22450","21660"
"In post","2021","Black","Ministry of Justice","AA/AO","AO","1385","1320","26510","23500"
"In post","2021","Black","Ministry of Justice","EO","EO","450","440","28760","27380"
