"Status","Year","Parent_department","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","AO","30","[c]","23330","24370"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","EO","10","[c]","26990","27640"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","HEO","10","[c]","31140","29990"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","SEO","10","[c]","39310","39050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","SEO","10","[c]","44870","49470"
"Leaver CS","2021","Department for International Trade","Commercial","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Economics","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Economics","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","London","AO","15","[c]","18650","18200"
"Leaver CS","2021","Department for International Trade","International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Planning","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Statistics","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Statistics","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Statistics","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Commercial","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Digital, Data and Technology","Outside London","AO","10","[c]","21550","21590"
"Leaver CS","2021","Department for Transport","Digital, Data and Technology","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Digital, Data and Technology","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Digital, Data and Technology","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Digital, Data and Technology","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Medicine","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Medicine","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
