"Status","Year","Age","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Inspector of Education and Training","Outside London","20","[c]","68660","75500"
"Leaver CS","2021","50-59","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","Outside London","15","[c]","29970","27500"
"Leaver CS","2021","50-59","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","London","35","[c]","68760","64210"
"Leaver CS","2021","50-59","Legal","Outside London","65","[c]","52180","55610"
"Leaver CS","2021","50-59","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicine","Outside London","45","[c]","57070","44500"
"Leaver CS","2021","50-59","Operational Delivery","London","205","[c]","38900","30780"
"Leaver CS","2021","50-59","Operational Delivery","Outside London","1345","[c]","29490","24890"
"Leaver CS","2021","50-59","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","London","30","[c]","53040","38390"
"Leaver CS","2021","50-59","Other","Outside London","245","[c]","28490","26670"
"Leaver CS","2021","50-59","Other","Overseas","15","[c]","44500","40120"
"Leaver CS","2021","50-59","Other","Unknown","35","[c]","39190","34160"
"Leaver CS","2021","50-59","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Policy","London","65","[c]","61920","58450"
"Leaver CS","2021","50-59","Policy","Outside London","45","[c]","43200","42060"
"Leaver CS","2021","50-59","Project Delivery","London","15","[c]","70920","61310"
"Leaver CS","2021","50-59","Project Delivery","Outside London","80","[c]","45230","40220"
"Leaver CS","2021","50-59","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Outside London","90","[c]","33970","31310"
"Leaver CS","2021","50-59","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Psychology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","London","10","[c]","52750","51670"
"Leaver CS","2021","50-59","Science and Engineering","Outside London","105","[c]","40540","38190"
"Leaver CS","2021","50-59","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Outside London","100","[c]","34060","38120"
"Leaver CS","2021","50-59","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Research","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","London","455","[c]","46590","31880"
"Leaver CS","2021","50-59","Unknown","Outside London","2875","[c]","28860","27570"
"Leaver CS","2021","50-59","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","105","[c]","72130","63870"
"Leaver CS","2021","50-59","Veterinarian","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Outside London","30","[c]","42840","37100"
"Leaver CS","2021","60-64","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","Outside London","55","[c]","43110","36040"
"Leaver CS","2021","60-64","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Outside London","50","[c]","44390","42250"
"Leaver CS","2021","60-64","Human Resources","London","25","[c]","51770","49200"
"Leaver CS","2021","60-64","Human Resources","Outside London","45","[c]","33600","32430"
"Leaver CS","2021","60-64","Inspector of Education and Training","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inspector of Education and Training","Outside London","20","[c]","68080","74730"
"Leaver CS","2021","60-64","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","Outside London","10","[c]","32110","32290"
"Leaver CS","2021","60-64","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","London","25","[c]","69280","69630"
"Leaver CS","2021","60-64","Legal","Outside London","65","[c]","55070","55610"
"Leaver CS","2021","60-64","Medicine","London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Outside London","35","[c]","78580","86460"
"Leaver CS","2021","60-64","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","London","150","[c]","38460","30410"
"Leaver CS","2021","60-64","Operational Delivery","Outside London","930","[c]","29590","25870"
"Leaver CS","2021","60-64","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","London","15","[c]","36250","26090"
"Leaver CS","2021","60-64","Other","Outside London","245","[c]","29390","26670"
"Leaver CS","2021","60-64","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Unknown","35","[c]","42950","37300"
"Leaver CS","2021","60-64","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","London","50","[c]","58150","55190"
"Leaver CS","2021","60-64","Policy","Outside London","40","[c]","44520","38030"
"Leaver CS","2021","60-64","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Outside London","70","[c]","44920","40660"
"Leaver CS","2021","60-64","Property","London","15","[c]","48650","49200"
"Leaver CS","2021","60-64","Property","Outside London","75","[c]","33370","32690"
"Leaver CS","2021","60-64","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Outside London","85","[c]","38540","38010"
"Leaver CS","2021","60-64","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Outside London","80","[c]","31280","37100"
"Leaver CS","2021","60-64","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","London","260","[c]","43890","34870"
"Leaver CS","2021","60-64","Unknown","Outside London","2095","[c]","29970","27570"
"Leaver CS","2021","60-64","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","35","[c]","45790","33930"
"Leaver CS","2021","60-64","Veterinarian","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","Outside London","35","[c]","37970","34440"
"Leaver CS","2021","65+","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Outside London","25","[c]","31880","26780"
"Leaver CS","2021","65+","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Outside London","20","[c]","31270","25000"
"Leaver CS","2021","65+","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","Outside London","10","[c]","28280","26150"
"Leaver CS","2021","65+","Legal","London","15","[c]","56350","56930"
"Leaver CS","2021","65+","Legal","Outside London","30","[c]","52820","55610"
"Leaver CS","2021","65+","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Outside London","15","[c]","71110","74070"
"Leaver CS","2021","65+","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","London","145","[c]","31190","25630"
"Leaver CS","2021","65+","Operational Delivery","Outside London","945","[c]","24920","21430"
"Leaver CS","2021","65+","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","London","15","[c]","27260","23300"
"Leaver CS","2021","65+","Other","Outside London","220","[c]","25860","21580"
"Leaver CS","2021","65+","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Unknown","10","[c]","43490","32550"
"Leaver CS","2021","65+","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectors","Outside London","10","[c]","48050","50350"
"Leaver CS","2021","65+","Policy","London","25","[c]","58050","58090"
"Leaver CS","2021","65+","Policy","Outside London","15","[c]","45590","40580"
"Leaver CS","2021","65+","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Outside London","55","[c]","36440","33300"
"Leaver CS","2021","65+","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","London","10","[c]","36040","28830"
"Leaver CS","2021","65+","Property","Outside London","70","[c]","31620","32740"
"Leaver CS","2021","65+","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","Outside London","75","[c]","35980","30800"
"Leaver CS","2021","65+","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Outside London","55","[c]","24180","20060"
"Leaver CS","2021","65+","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","200","[c]","34700","30310"
"Leaver CS","2021","65+","Unknown","Outside London","1470","[c]","26030","26080"
"Leaver CS","2021","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","40","[c]","43200","38920"
"Leaver CS","2021","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Outside London","35","[c]","27180","28900"
"Leaver Dept.","2021","20-29","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","London","60","[c]","35940","33190"
"Leaver Dept.","2021","20-29","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","London","25","[c]","37510","35200"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","Outside London","20","[c]","27870","28210"
"Leaver Dept.","2021","20-29","Economics","London","65","[c]","37110","33760"
"Leaver Dept.","2021","20-29","Economics","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","London","35","[c]","40150","37010"
"Leaver Dept.","2021","20-29","Finance","Outside London","15","[c]","30920","31950"
"Leaver Dept.","2021","20-29","Human Resources","London","50","[c]","33310","32000"
"Leaver Dept.","2021","20-29","Human Resources","Outside London","55","[c]","29100","27630"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Intelligence Analysis","London","10","[c]","33990","34130"
"Leaver Dept.","2021","20-29","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","London","45","[c]","37770","37410"
"Leaver Dept.","2021","20-29","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","London","10","[c]","36450","33640"
"Leaver Dept.","2021","20-29","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","London","225","[c]","31140","28860"
"Leaver Dept.","2021","20-29","Operational Delivery","Outside London","450","[c]","22340","21170"
"Leaver Dept.","2021","20-29","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","London","15","[c]","40000","38840"
"Leaver Dept.","2021","20-29","Operational Research","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","London","70","[c]","31850","28990"
"Leaver Dept.","2021","20-29","Other","Outside London","30","[c]","23190","21340"
"Leaver Dept.","2021","20-29","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","London","660","[c]","36840","33570"
"Leaver Dept.","2021","20-29","Policy","Outside London","60","[c]","30950","29730"
"Leaver Dept.","2021","20-29","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","London","50","[c]","38180","33610"
"Leaver Dept.","2021","20-29","Project Delivery","Outside London","75","[c]","27860","26370"
"Leaver Dept.","2021","20-29","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","Outside London","45","[c]","28240","27540"
"Leaver Dept.","2021","20-29","Security","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","London","20","[c]","36410","34320"
"Leaver Dept.","2021","20-29","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Statistics","London","30","[c]","37240","33990"
"Leaver Dept.","2021","20-29","Statistics","Outside London","20","[c]","33910","32020"
"Leaver Dept.","2021","20-29","Unknown","London","785","[c]","35630","34140"
"Leaver Dept.","2021","20-29","Unknown","Outside London","775","[c]","25670","27570"
"Leaver Dept.","2021","20-29","Unknown","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","455","[c]","31860","32000"
"Leaver Dept.","2021","30-39","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Outside London","50","[c]","35600","34800"
"Leaver Dept.","2021","30-39","Communications","London","60","[c]","45590","44050"
"Leaver Dept.","2021","30-39","Communications","Outside London","15","[c]","40850","38960"
"Leaver Dept.","2021","30-39","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data and Technology","London","30","[c]","47460","47190"
"Leaver Dept.","2021","30-39","Digital, Data and Technology","Outside London","50","[c]","36330","33790"
"Leaver Dept.","2021","30-39","Economics","London","25","[c]","53450","52700"
"Leaver Dept.","2021","30-39","Economics","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","London","50","[c]","55350","53380"
"Leaver Dept.","2021","30-39","Finance","Outside London","30","[c]","38390","36970"
"Leaver Dept.","2021","30-39","Human Resources","London","40","[c]","46060","45380"
"Leaver Dept.","2021","30-39","Human Resources","Outside London","55","[c]","36430","33910"
"Leaver Dept.","2021","30-39","Intelligence Analysis","London","20","[c]","41260","38830"
"Leaver Dept.","2021","30-39","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","International Trade","London","30","[c]","45230","46940"
"Leaver Dept.","2021","30-39","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","London","40","[c]","55180","51800"
"Leaver Dept.","2021","30-39","Legal","Outside London","15","[c]","44720","44320"
"Leaver Dept.","2021","30-39","Operational Delivery","London","145","[c]","36330","31320"
"Leaver Dept.","2021","30-39","Operational Delivery","Outside London","445","[c]","25140","22570"
"Leaver Dept.","2021","30-39","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Operational Research","London","10","[c]","52470","54790"
"Leaver Dept.","2021","30-39","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other","London","35","[c]","41900","36330"
"Leaver Dept.","2021","30-39","Other","Outside London","40","[c]","28140","26300"
"Leaver Dept.","2021","30-39","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Policy","London","500","[c]","47930","51580"
"Leaver Dept.","2021","30-39","Policy","Outside London","75","[c]","37570","36560"
"Leaver Dept.","2021","30-39","Policy","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","London","40","[c]","50460","45200"
"Leaver Dept.","2021","30-39","Project Delivery","Outside London","70","[c]","37240","35950"
"Leaver Dept.","2021","30-39","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Outside London","10","[c]","31010","32180"
"Leaver Dept.","2021","30-39","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Psychology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Science and Engineering","Outside London","40","[c]","38300","36650"
"Leaver Dept.","2021","30-39","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Social Research","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Statistics","London","25","[c]","40510","38940"
"Leaver Dept.","2021","30-39","Statistics","Outside London","10","[c]","38710","35350"
"Leaver Dept.","2021","30-39","Unknown","London","620","[c]","47650","52500"
"Leaver Dept.","2021","30-39","Unknown","Outside London","825","[c]","28240","27570"
"Leaver Dept.","2021","30-39","Unknown","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","140","[c]","37880","32000"
"Leaver Dept.","2021","40-49","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Outside London","25","[c]","41790","40420"
"Leaver Dept.","2021","40-49","Communications","London","25","[c]","59430","58570"
"Leaver Dept.","2021","40-49","Communications","Outside London","15","[c]","44990","39750"
"Leaver Dept.","2021","40-49","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data and Technology","London","25","[c]","61110","60820"
"Leaver Dept.","2021","40-49","Digital, Data and Technology","Outside London","25","[c]","46210","44930"
"Leaver Dept.","2021","40-49","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","London","25","[c]","54500","52850"
"Leaver Dept.","2021","40-49","Finance","Outside London","30","[c]","47370","49910"
"Leaver Dept.","2021","40-49","Human Resources","London","30","[c]","54490","56150"
"Leaver Dept.","2021","40-49","Human Resources","Outside London","40","[c]","39540","38560"
"Leaver Dept.","2021","40-49","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","International Trade","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","International Trade","Overseas","10","[c]","63670","63360"
"Leaver Dept.","2021","40-49","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","London","25","[c]","67320","65080"
"Leaver Dept.","2021","40-49","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Operational Delivery","London","100","[c]","47200","42060"
"Leaver Dept.","2021","40-49","Operational Delivery","Outside London","285","[c]","28180","24280"
"Leaver Dept.","2021","40-49","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other","London","25","[c]","56770","63860"
"Leaver Dept.","2021","40-49","Other","Outside London","45","[c]","41950","37570"
"Leaver Dept.","2021","40-49","Other","Overseas","[c]","[c]","[c]","[c]"
